2.985074626865670E-03	4.647008743540730E-13
8.955223880597010E-03	1.129223124680370E-10
1.492537313432840E-02	1.452190232356660E-09
2.089552238805970E-02	7.810227595281180E-09
2.686567164179100E-02	2.744012192998780E-08
3.283582089552240E-02	7.484054051842840E-08
3.880597014925370E-02	1.725401817625710E-07
4.477611940298510E-02	3.528822265797240E-07
5.074626865671640E-02	6.598087898836120E-07
5.671641791044780E-02	1.150645372284970E-06
6.268656716417910E-02	1.897885312289720E-06
6.865671641791050E-02	2.990974239522950E-06
7.462686567164180E-02	4.538094529913500E-06
8.059701492537310E-02	6.667949764401710E-06
8.656716417910450E-02	9.531549193662470E-06
9.253731343283580E-02	1.330399221266520E-05
9.850746268656720E-02	1.818625285074030E-05
1.044776119402990E-01	2.440696428532650E-05
1.104477611940300E-01	3.222420339089650E-05
1.164179104477610E-01	4.192727533889030E-05
1.223880597014930E-01	5.383849827003300E-05
1.283582089552240E-01	6.831498806742680E-05
1.343283582089550E-01	8.575044326755040E-05
1.402985074626870E-01	1.065769301570810E-04
1.462686567164180E-01	1.312666681166090E-04
1.522388059701490E-01	1.603338152882260E-04
1.582089552238810E-01	1.943362546630170E-04
1.641791044776120E-01	2.338773807071670E-04
1.701492537313430E-01	2.796078866721640E-04
1.761194029850750E-01	3.322275527659580E-04
1.820895522388060E-01	3.924870353985660E-04
1.880597014925370E-01	4.611896577580350E-04
1.940298507462690E-01	5.391932020216250E-04
2.000000000000000E-01	6.274117035632500E-04
2.059701492537310E-01	7.268172475823720E-04
2.119402985074630E-01	8.384417686525770E-04
2.179104477611940E-01	9.633788537707610E-04
2.238805970149250E-01	1.102785549581270E-03
2.298507462686570E-01	1.257884174554400E-03
2.358208955223880E-01	1.429964137016420E-03
2.417910447761190E-01	1.620383760060110E-03
2.477611940298510E-01	1.830572114511360E-03
2.537313432835820E-01	2.062030861290760E-03
2.597014925373130E-01	2.316336104689860E-03
2.656716417910450E-01	2.595140258281740E-03
2.716417910447760E-01	2.900173925406490E-03
2.776119402985070E-01	3.233247796415030E-03
2.835820895522390E-01	3.596254565121650E-03
2.895522388059700E-01	3.991170867208840E-03
2.955223880597010E-01	4.420059243648200E-03
3.014925373134330E-01	4.885070132551550E-03
3.074626865671640E-01	5.388443893248990E-03
3.134328358208960E-01	5.932512866806550E-03
3.194029850746270E-01	6.519703477649490E-03
3.253731343283580E-01	7.152538381449610E-03
3.313432835820900E-01	7.833638664968930E-03
3.373134328358210E-01	8.565726104131560E-03
3.432835820895520E-01	9.351625487222910E-03
3.492537313432840E-01	1.019426701079380E-02
3.552238805970150E-01	1.109668875658140E-02
3.611940298507460E-01	1.206203925855160E-02
3.671641791044780E-01	1.309358017002270E-02
3.731343283582090E-01	1.419468904175680E-02
3.791044776119400E-01	1.536886222289790E-02
3.850746268656720E-01	1.661971789771410E-02
3.910447761194030E-01	1.795099927225770E-02
3.970149253731340E-01	1.936657792630780E-02
4.029850746268660E-01	2.087045734730230E-02
4.089552238805970E-01	2.246677666442320E-02
4.149253731343280E-01	2.415981460255680E-02
4.208955223880600E-01	2.595399367754160E-02
4.268656716417910E-01	2.785388465593300E-02
4.328358208955220E-01	2.986421130447740E-02
4.388059701492540E-01	3.198985545660730E-02
4.447761194029850E-01	3.423586242555530E-02
4.507462686567160E-01	3.660744679615900E-02
4.567164179104480E-01	3.910999863010230E-02
4.626865671641790E-01	4.174909012223270E-02
4.686567164179100E-01	4.453048274872860E-02
4.746268656716420E-01	4.746013495128930E-02
4.805970149253730E-01	5.054421040520740E-02
4.865671641791050E-01	5.378908692319050E-02
4.925373134328360E-01	5.720136605115200E-02
4.985074626865670E-01	6.078788341693540E-02
5.044776119402990E-01	6.455571989809800E-02
5.104477611940300E-01	6.851221368052270E-02
5.164179104477610E-01	7.266497328577620E-02
5.223880597014930E-01	7.702189165186810E-02
5.283582089552240E-01	8.159116135943550E-02
5.343283582089550E-01	8.638129110345400E-02
5.402985074626870E-01	9.140112351944640E-02
5.462686567164180E-01	9.665985448290050E-02
5.522388059701490E-01	1.021670540113250E-01
5.582089552238810E-01	1.079326889101860E-01
5.641791044776120E-01	1.139671473169650E-01
5.701492537313430E-01	1.202812653119940E-01
5.761194029850750E-01	1.268863557805630E-01
5.820895522388060E-01	1.337942397284190E-01
5.880597014925370E-01	1.410172802722510E-01
5.940298507462690E-01	1.485684195483550E-01
6.000000000000000E-01	1.564612188066990E-01
6.059701492537310E-01	1.647099019842750E-01
6.119402985074630E-01	1.733294030813390E-01
6.179104477611940E-01	1.823354176972350E-01
6.238805970149250E-01	1.917444591194220E-01
6.298507462686570E-01	2.015739194005530E-01
6.358208955223880E-01	2.118421359045550E-01
6.417910447761190E-01	2.225684638542580E-01
6.477611940298510E-01	2.337733554709230E-01
6.537313432835820E-01	2.454784463608760E-01
6.597014925373130E-01	2.577066498772690E-01
6.656716417910450E-01	2.704822602668720E-01
6.716417910447760E-01	2.838310655039330E-01
6.776119402985070E-01	2.977804708169810E-01
6.835820895522390E-01	3.123596340315990E-01
6.895522388059700E-01	3.275996139844730E-01
6.955223880597020E-01	3.435335334136620E-01
7.014925373134330E-01	3.601967578994050E-01
7.074626865671640E-01	3.776270926218370E-01
7.134328358208960E-01	3.958649989199430E-01
7.194029850746270E-01	4.149538328838080E-01
7.253731343283580E-01	4.349401084941900E-01
7.313432835820900E-01	4.558737881447400E-01
7.373134328358210E-01	4.778086037489020E-01
7.432835820895520E-01	5.008024120526140E-01
7.492537313432840E-01	5.249175882536400E-01
7.552238805970150E-01	5.502214625782580E-01
7.611940298507460E-01	5.767868050973920E-01
7.671641791044780E-01	6.046923647903690E-01
7.731343283582090E-01	6.340234697009210E-01
7.791044776119400E-01	6.648726959952240E-01
7.850746268656720E-01	6.973406148476350E-01
7.910447761194030E-01	7.315366273720550E-01
7.970149253731340E-01	7.675798993165280E-01
8.029850746268660E-01	8.056004089823750E-01
8.089552238805970E-01	8.457401238607860E-01
8.149253731343280E-01	8.881543238520830E-01
8.208955223880600E-01	9.330130917089100E-01
8.268656716417910E-01	9.805029946008250E-01
8.328358208955220E-01	1.030828984526090E+00
8.388059701492540E-01	1.084216549808830E+00
8.447761194029850E-01	1.140914155251550E+00
8.507462686567160E-01	1.201196014830430E+00
8.567164179104480E-01	1.265365248325730E+00
8.626865671641790E-01	1.333757482221100E+00
8.686567164179100E-01	1.406744965889780E+00
8.746268656716420E-01	1.484741286889720E+00
