8.805970149253730E-01	1.568206784583770E+00
8.865671641791040E-01	1.657654779866340E+00
8.925373134328360E-01	1.753658761243560E+00
8.985074626865670E-01	1.856860694790660E+00
9.044776119402990E-01	1.967980658745240E+00
9.104477611940300E-01	2.087828044136110E+00
9.164179104477610E-01	2.217314612730730E+00
9.223880597014930E-01	2.357469765047400E+00
9.283582089552240E-01	2.509458447211310E+00
9.343283582089550E-01	2.674602219878660E+00
9.402985074626870E-01	2.854404130269620E+00
9.462686567164180E-01	3.050578175975930E+00
9.522388059701490E-01	3.265084335036950E+00
9.582089552238810E-01	3.500170371820500E+00
9.641791044776120E-01	3.758421927025290E+00
9.701492537313430E-01	4.042822781913050E+00
9.761194029850750E-01	4.356827677414930E+00
9.820895522388060E-01	4.704450702623140E+00
9.880597014925370E-01	5.090373091177800E+00
9.940298507462690E-01	5.520075341971290E+00
1.000000000000000E+00	6.000000000000000E+00
1.000000000001000E+00	1.000000000000000E+00
1.005970149253730E+00	1.000000000000000E+00
1.011940298507460E+00	1.000000000000000E+00
1.017910447761190E+00	1.000000000000000E+00
1.023880597014930E+00	1.000000000000000E+00
1.029850746268660E+00	1.000000000000000E+00
1.035820895522390E+00	1.000000000000000E+00
1.041791044776120E+00	1.000000000000000E+00
1.047761194029850E+00	1.000000000000000E+00
1.053731343283580E+00	1.000000000000000E+00
1.059701492537310E+00	1.000000000000000E+00
1.065671641791040E+00	1.000000000000000E+00
1.071641791044780E+00	1.000000000000000E+00
1.077611940298510E+00	1.000000000000000E+00
1.083582089552240E+00	1.000000000000000E+00
1.089552238805970E+00	1.000000000000000E+00
1.095522388059700E+00	1.000000000000000E+00
1.101492537313430E+00	1.000000000000000E+00
1.107462686567160E+00	1.000000000000000E+00
1.113432835820900E+00	1.000000000000000E+00
1.119402985074630E+00	1.000000000000000E+00
1.125373134328360E+00	1.000000000000000E+00
1.131343283582090E+00	1.000000000000000E+00
1.137313432835820E+00	1.000000000000000E+00
1.143283582089550E+00	1.000000000000000E+00
1.149253731343280E+00	1.000000000000000E+00
1.155223880597020E+00	1.000000000000000E+00
1.161194029850750E+00	1.000000000000000E+00
1.167164179104480E+00	1.000000000000000E+00
1.173134328358210E+00	1.000000000000000E+00
1.179104477611940E+00	1.000000000000000E+00
1.185074626865670E+00	1.000000000000000E+00
1.191044776119400E+00	1.000000000000000E+00
1.197014925373130E+00	1.000000000000000E+00
